,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
768,1,0,0,0,41,1,0,1,0,0,0,2,0,0,0,1,2,74.25,2680,0
6615,1,0,0,1,9,1,0,0,0,2,0,0,0,0,0,1,2,50.1,4085,0
3495,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.35,5770,1
285,0,0,0,0,22,1,2,1,0,0,0,0,0,0,1,1,1,76.0,1316,0
6959,0,0,0,0,38,1,0,1,0,0,0,0,2,2,1,1,3,89.1,2899,0
4524,1,0,1,0,23,1,2,1,2,2,2,0,2,0,0,1,2,99.25,1801,1
6259,1,0,1,1,60,1,0,0,0,2,0,2,2,2,2,0,0,76.95,3874,0
2332,0,0,1,0,47,1,0,0,2,0,2,0,2,0,1,1,1,66.05,2624,0
2717,0,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,0,92.65,5338,0
2079,1,0,1,1,70,1,2,1,2,2,0,0,2,2,0,1,2,106.05,5804,0
3389,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.6,5513,0
722,0,0,1,1,4,1,2,1,0,0,0,0,0,2,0,1,2,85.95,3267,1
951,0,0,0,0,8,1,0,1,0,2,0,0,0,0,0,0,2,75.6,4467,0
6135,1,0,1,1,71,1,2,1,2,2,2,2,2,2,2,1,0,114.0,6089,0
2262,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,80.2,845,1
989,1,0,1,1,34,1,0,2,1,1,1,1,1,1,1,0,1,19.6,5364,0
3212,1,0,1,0,40,1,0,1,0,2,2,0,0,0,0,1,2,80.0,2751,0
1759,1,0,0,0,20,1,0,2,1,1,1,1,1,1,0,0,3,19.4,3546,0
5781,0,0,0,0,27,1,0,1,0,0,2,2,0,2,0,1,2,89.2,2020,0
4422,1,0,0,0,30,1,0,1,0,2,0,0,2,2,1,1,0,97.0,2623,0
5479,0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,2,69.05,5212,0
1724,0,0,1,0,3,1,2,1,0,0,0,0,2,2,0,0,2,94.9,2374,0
5182,1,0,0,0,12,1,2,2,1,1,1,1,1,1,1,0,1,24.95,2429,0
341,0,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,1,85.75,5054,0
3701,0,0,1,1,27,1,2,2,1,1,1,1,1,1,2,0,2,24.5,5830,0
4243,0,0,0,1,40,1,0,0,2,0,0,2,2,0,0,1,1,64.1,2113,0
688,1,0,0,0,52,0,1,0,0,2,0,0,0,0,1,0,3,30.1,1095,0
3432,0,0,1,0,70,1,2,0,2,2,2,2,2,2,2,1,1,94.8,5415,0
5203,1,0,0,1,3,1,0,0,0,0,0,2,2,2,0,0,3,70.7,1886,0
4944,1,0,1,1,10,1,2,2,1,1,1,1,1,1,0,1,3,24.4,2184,0
966,1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,2,19.25,229,1
6644,1,0,1,0,61,1,2,1,0,0,0,0,2,2,1,1,0,96.5,4687,0
6361,0,0,0,0,7,1,0,0,0,0,2,2,0,2,0,0,0,62.8,3573,0
2203,1,0,1,1,72,1,2,1,2,2,2,2,0,2,1,1,1,104.9,5790,0
2713,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.45,1615,0
4757,1,0,0,0,1,1,2,0,0,2,0,2,0,0,0,0,3,60.1,4911,1
5098,1,1,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,77.0,2011,1
6198,1,0,1,1,25,1,2,2,1,1,1,1,1,1,2,0,1,25.5,5093,0
6943,0,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,30.5,2593,1
5280,0,0,1,1,33,1,2,0,0,0,2,2,2,2,1,1,2,79.15,2186,0
3572,0,1,0,0,32,1,0,1,0,0,0,0,0,2,0,1,2,79.5,2319,0
4805,1,0,1,1,52,1,2,2,1,1,1,1,1,1,2,0,3,24.55,600,0
5299,0,1,1,0,28,1,2,1,0,0,0,2,2,2,0,1,1,101.3,2438,1
1990,0,1,0,0,16,1,2,1,0,0,0,0,2,0,0,1,2,84.75,641,1
4120,1,0,1,1,26,1,0,1,0,0,0,0,0,2,1,0,0,78.95,1669,0
4759,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,78.95,5914,1
5775,1,0,1,1,58,1,2,1,0,0,0,0,2,0,2,0,0,82.5,4077,0
5298,0,1,1,0,60,1,2,1,0,2,2,0,2,2,0,1,2,105.9,5160,0
6150,1,0,0,0,32,1,0,1,0,0,0,0,2,2,0,0,2,91.05,2479,0
4971,0,0,0,0,18,1,0,2,1,1,1,1,1,1,0,1,3,19.55,3330,0
6866,1,0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,95.45,6443,1
5034,0,1,1,1,48,0,1,0,0,2,0,0,0,0,1,0,0,29.9,703,0
3600,1,1,1,1,51,1,2,1,0,2,2,0,0,0,0,1,2,84.2,3542,1
6424,0,0,1,0,72,0,1,0,0,2,2,0,2,2,2,1,2,54.2,3365,1
7009,1,0,0,0,23,1,2,1,0,0,2,0,0,0,0,1,2,81.0,1520,1
5803,1,0,1,0,5,1,2,1,0,2,0,0,0,0,0,1,2,81.3,3556,1
385,1,1,1,0,11,1,0,2,1,1,1,1,1,1,0,0,3,19.95,1761,1
6141,1,1,1,0,52,1,2,1,2,0,2,0,2,2,0,1,2,104.2,4616,1
6426,0,0,0,0,41,1,0,0,0,0,0,2,0,0,1,0,0,50.05,1661,0
536,0,0,1,0,63,1,2,1,0,2,0,0,0,0,0,1,0,81.55,4257,0
6565,1,0,1,0,61,1,2,1,2,2,0,0,2,2,0,1,2,106.2,5139,0
5032,0,0,0,0,12,1,2,1,0,2,0,0,0,2,0,1,2,89.15,109,0
4212,0,0,0,0,1,1,0,1,0,0,0,0,2,2,0,0,2,90.6,6325,1
3507,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,19.75,5909,0
201,0,0,0,0,14,1,0,1,0,2,0,2,0,0,0,1,1,80.05,218,0
1332,1,0,0,0,69,1,2,2,1,1,1,1,1,1,2,0,0,23.95,1215,0
3502,1,0,0,0,44,0,1,0,2,0,2,0,2,2,1,1,2,54.0,2093,0
2708,0,1,0,0,13,1,2,1,2,0,0,0,2,2,0,1,2,100.8,564,1
5031,1,0,1,1,9,1,0,1,0,2,0,2,2,2,0,1,2,101.5,6337,0
4662,1,0,0,1,22,1,0,2,1,1,1,1,1,1,0,0,1,20.15,3676,0
4021,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,3,20.5,1616,1
1854,1,1,0,0,1,0,1,0,0,2,2,0,0,2,0,1,2,43.3,3658,1
6290,0,0,1,0,71,1,2,1,0,0,0,0,2,2,2,1,0,93.7,5254,1
2872,0,0,1,1,42,1,2,2,1,1,1,1,1,1,2,0,2,22.95,33,0
3030,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.55,5969,1
1205,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.9,5724,1
1645,0,1,0,0,42,1,2,1,0,0,0,0,2,0,0,1,2,84.65,3068,1
3417,0,0,1,1,8,1,0,0,0,2,0,2,0,0,0,0,0,56.3,3424,0
3476,1,1,1,0,65,1,2,1,2,0,0,0,2,2,1,1,2,100.75,5301,0
5925,1,0,0,0,20,1,2,0,0,2,0,2,2,0,1,1,2,68.7,766,0
2861,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,81.95,6060,1
1792,1,0,1,1,42,1,2,0,2,2,0,0,2,0,0,1,0,69.4,2657,0
5526,1,0,1,1,51,1,2,2,1,1,1,1,1,1,1,1,3,23.95,396,0
3797,1,0,1,0,43,1,2,0,2,0,2,0,2,2,1,1,2,80.2,3104,0
3368,0,0,0,0,46,1,2,1,0,2,2,0,0,2,1,1,2,94.15,3753,0
3367,1,0,0,0,52,1,2,0,2,2,2,2,2,2,2,1,3,89.25,3938,0
3533,0,0,0,0,10,1,0,2,1,1,1,1,1,1,1,1,3,19.8,1584,0
6173,1,1,0,0,35,1,2,1,2,0,0,0,0,2,0,0,1,91.0,2764,0
5109,1,0,1,1,66,1,0,0,2,2,2,2,0,0,2,0,3,65.85,3491,0
3449,0,0,1,1,52,1,2,1,0,2,2,0,2,0,1,1,1,95.7,4209,0
603,1,0,0,0,46,1,2,1,0,2,2,2,2,2,2,0,2,108.65,4154,0
3056,1,0,1,1,50,1,2,0,2,0,0,2,2,0,2,1,1,70.5,3021,0
6125,1,0,1,0,13,1,2,1,0,0,2,0,2,2,0,1,1,102.25,650,1
126,0,1,0,0,27,1,2,1,0,0,2,0,0,0,0,1,2,78.05,1755,1
3876,1,0,0,0,22,1,2,1,0,2,0,0,2,2,0,1,2,100.65,2058,0
2935,1,0,1,0,71,1,0,0,2,2,2,2,2,2,2,1,0,86.1,4942,0
5443,1,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,2,45.45,425,0
4451,1,1,0,0,45,1,2,1,0,0,0,0,2,2,0,1,0,93.9,3593,0
3531,0,0,0,0,16,1,0,2,1,1,1,1,1,1,1,0,1,19.35,2547,0
2730,1,0,0,0,49,1,2,1,0,2,0,2,2,2,1,1,0,106.65,4340,0
827,0,0,1,1,14,1,2,2,1,1,1,1,1,1,0,0,3,25.55,3204,0
1639,1,1,0,0,17,1,0,0,0,0,0,0,0,0,0,1,2,45.05,5871,1
984,0,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,23.75,1165,0
3281,1,0,1,0,49,1,0,1,0,2,0,0,2,2,2,1,2,94.8,3973,0
7000,0,0,0,0,67,1,0,2,1,1,1,1,1,1,1,0,2,20.55,625,0
2188,0,0,0,0,29,0,1,0,0,0,0,2,0,0,0,1,2,31.2,6380,0
6483,1,0,1,1,13,1,0,1,0,0,2,0,2,2,0,0,2,97.0,603,0
2443,0,0,1,1,72,1,2,1,2,2,2,0,2,2,2,0,1,109.55,5956,0
362,1,0,1,0,58,1,0,0,0,0,2,0,0,0,1,0,1,50.3,2484,0
2349,1,0,1,1,72,1,2,1,0,2,2,2,0,0,2,0,0,90.45,5244,0
345,0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,72.1,5622,0
814,1,1,0,0,5,1,0,2,1,1,1,1,1,1,0,0,0,20.05,6419,0
4807,0,0,0,1,34,1,2,1,2,2,2,2,2,2,2,1,1,116.15,3371,0
3205,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,117.6,6139,0
6900,1,1,0,0,51,1,0,1,0,0,2,0,2,2,1,1,0,94.0,4158,0
6746,0,0,1,1,4,1,0,0,0,2,0,2,0,0,0,0,3,56.5,1988,1
3325,1,0,0,0,4,1,2,1,0,0,0,0,0,2,0,1,2,85.65,2934,1
4106,0,1,1,0,24,1,2,1,0,0,0,0,2,2,0,1,2,93.55,1901,1
6296,0,1,1,0,31,0,1,0,2,2,2,0,0,2,1,1,1,50.4,1032,0
2116,1,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,2,54.35,4487,1
1834,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.1,3812,1
793,0,0,0,1,34,1,0,0,2,0,2,2,2,0,2,0,1,67.65,1973,0
6968,0,1,0,0,22,1,2,1,0,0,0,0,0,0,0,1,0,74.4,1192,1
2674,0,1,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,20.05,6346,0
94,1,0,0,0,72,1,2,1,0,2,2,0,2,2,2,1,0,100.9,5751,0
4225,1,0,1,0,8,1,0,2,1,1,1,1,1,1,0,0,3,20.25,1029,0
3756,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,24.45,2040,1
2891,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,79.7,5972,1
2371,0,0,0,0,1,1,2,2,1,1,1,1,1,1,0,1,2,25.7,2156,0
5831,0,0,0,0,9,1,0,1,0,0,0,0,2,2,0,1,0,90.8,6053,1
6236,1,1,1,0,33,1,2,1,0,2,0,0,2,2,0,1,0,100.6,2846,0
3228,1,0,1,1,53,1,2,1,0,2,2,0,2,2,1,1,2,105.25,4619,0
6274,1,0,0,0,57,1,2,1,0,0,0,0,2,0,1,1,2,86.9,4185,0
2853,0,0,0,0,60,1,2,1,0,0,2,0,0,0,1,1,0,79.2,4035,0
6514,1,0,1,0,72,0,1,0,2,2,2,2,2,2,2,1,2,64.7,4013,0
2912,1,1,1,0,32,1,2,1,0,2,2,0,0,2,0,1,2,93.5,2568,0
1865,1,1,0,0,48,1,2,1,0,2,0,0,2,2,1,1,2,99.0,4012,0
5754,0,0,1,1,22,1,0,2,1,1,1,1,1,1,0,0,0,19.05,3867,0
4612,0,0,0,1,65,0,1,0,0,2,0,2,2,0,2,0,3,45.25,2536,0
1857,0,0,1,0,65,1,0,0,2,0,2,2,0,0,2,0,1,58.9,3300,0
2645,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,19.8,1490,0
2243,0,1,1,0,66,1,2,1,0,2,0,0,2,2,0,1,2,100.8,5312,0
5373,1,0,1,0,71,1,0,1,0,2,2,2,2,2,2,1,2,105.25,5659,0
2336,1,0,1,0,17,1,0,1,0,0,0,0,0,0,0,1,0,70.4,390,1
950,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,44.95,6209,1
3068,1,0,1,0,51,1,2,1,2,2,0,0,0,2,1,1,1,96.4,4160,0
1120,1,0,0,0,20,1,0,1,0,0,0,0,0,0,0,0,1,70.55,889,0
2597,1,0,1,0,71,1,2,1,2,2,2,0,2,2,1,1,2,109.6,5938,0
2204,1,0,1,1,67,1,2,1,2,2,2,0,2,2,1,1,2,111.3,5762,1
419,0,1,0,0,1,1,0,1,0,0,2,0,0,0,0,1,0,75.3,5769,1
922,1,0,1,0,16,1,2,1,0,0,0,0,0,0,0,1,2,75.4,350,0
1254,0,1,1,0,55,1,0,1,0,0,2,2,2,0,2,0,1,88.8,4060,0
477,0,0,1,1,7,1,0,0,2,2,2,2,2,0,0,1,2,75.7,4597,0
2035,0,0,0,1,43,1,0,0,2,2,0,0,0,2,0,1,2,63.95,2380,0
6479,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,1,55.0,4558,1
5788,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,1,2,25.15,6512,0
5742,1,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,3,114.5,6150,0
5567,0,1,0,0,49,1,2,1,2,2,2,2,0,2,1,0,0,103.0,4339,0
1202,1,0,1,0,53,1,0,1,0,2,0,0,2,2,1,1,0,94.25,4108,1
2626,0,0,1,0,60,0,1,0,2,2,2,0,0,2,1,0,2,50.05,2518,0
5765,0,1,1,0,68,1,2,1,2,2,0,0,0,2,1,1,1,96.55,5252,1
6775,1,1,0,0,57,1,2,0,0,2,2,0,2,2,2,1,0,79.75,3767,0
1970,0,0,1,0,7,1,0,1,0,0,0,0,2,0,0,1,2,81.1,4753,1
3110,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.1,1477,0
4018,0,0,1,1,7,1,0,0,2,2,2,0,2,0,1,0,2,69.45,4036,0
2151,1,0,0,0,68,1,2,2,1,1,1,1,1,1,2,1,0,24.15,901,0
3687,1,0,1,1,19,1,0,1,0,2,0,2,2,2,1,0,0,100.0,1465,1
4916,0,0,0,0,2,1,2,1,0,2,0,0,0,0,0,0,2,79.55,926,0
1997,0,0,1,1,67,1,2,1,0,0,2,2,2,2,2,1,0,105.65,5327,0
4033,1,0,1,1,67,1,0,0,2,2,0,2,0,0,1,0,3,60.05,3410,0
6903,1,0,1,0,35,1,2,0,0,2,0,2,2,0,1,1,2,69.0,2094,0
3054,0,0,0,1,67,1,2,1,0,2,0,2,2,2,1,1,0,106.6,5640,0
1248,0,0,0,0,11,1,2,1,0,0,0,2,2,0,0,0,2,90.15,6506,1
2192,1,1,1,0,56,1,0,0,2,2,2,2,2,2,2,1,0,85.65,4076,0
2712,1,0,0,0,8,0,1,0,2,0,0,0,0,0,0,0,3,29.35,1775,0
992,0,0,1,1,22,1,2,2,1,1,1,1,1,1,2,0,1,25.25,4602,0
2190,1,0,1,0,71,1,2,0,0,2,2,2,2,2,2,0,1,84.2,4880,0
4670,0,0,1,1,46,0,1,0,2,2,0,0,0,0,0,0,0,35.05,1089,0
5142,0,0,0,0,66,1,2,1,2,2,2,2,2,0,1,1,0,104.55,5360,0
3762,1,0,0,0,15,1,2,0,0,0,0,0,0,0,0,1,2,49.0,5763,0
3597,1,0,1,0,25,1,0,1,0,0,0,2,2,2,0,1,1,95.7,1972,0
4711,1,0,0,0,32,1,0,2,1,1,1,1,1,1,1,0,3,19.8,4962,0
1318,1,0,0,0,8,1,0,0,2,0,2,0,0,2,0,1,2,66.7,4773,0
1863,1,0,1,0,6,1,2,2,1,1,1,1,1,1,1,0,3,25.1,1207,0
2343,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,3,46.1,547,0
2449,1,0,1,1,11,1,0,0,0,0,2,0,2,0,0,1,0,59.65,5395,0
2136,1,0,0,1,15,1,2,1,0,2,0,0,2,0,0,1,2,91.0,797,0
1065,0,0,0,0,23,1,2,1,2,0,0,0,2,0,0,1,0,90.05,1784,1
5868,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,44.0,3734,0
6985,1,0,1,1,37,0,1,0,2,0,2,2,0,0,1,1,2,40.2,949,0
4227,1,0,1,1,69,1,0,0,2,2,0,2,2,2,2,0,0,80.65,4600,0
2621,1,0,1,0,71,1,0,0,0,2,2,2,2,2,2,1,1,79.1,4612,0
77,0,0,1,1,8,1,0,0,2,2,0,0,0,0,0,0,3,54.65,4071,0
2898,0,0,0,0,6,0,1,0,2,2,2,2,2,2,2,1,3,63.4,3016,0
4820,0,0,1,0,58,1,2,0,2,0,2,2,2,2,2,1,2,84.3,4166,0
1314,0,0,1,1,39,1,2,1,0,2,2,2,0,0,1,1,2,89.55,3010,1
6144,1,1,1,0,23,1,0,1,2,2,0,0,0,2,0,1,2,90.0,1658,0
872,1,0,0,1,66,1,0,2,1,1,1,1,1,1,2,0,1,19.95,493,0
3850,1,0,1,0,51,1,0,0,2,2,2,2,2,2,2,1,1,83.25,3487,0
5468,0,0,0,0,7,1,0,1,0,0,0,0,2,0,0,1,2,79.7,4816,1
6730,1,0,1,1,15,1,0,2,1,1,1,1,1,1,1,0,3,19.65,2883,0
2965,1,0,0,0,51,1,2,1,0,0,2,0,0,0,0,0,1,80.0,3620,1
3391,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,19.0,5665,0
5415,0,0,0,0,18,1,2,0,0,0,0,0,0,0,0,1,2,50.3,6351,0
2560,1,0,0,0,46,1,2,1,2,2,0,0,0,2,0,1,2,93.7,3551,1
6894,1,1,1,0,3,1,2,1,0,2,2,0,2,2,0,1,2,105.9,2896,1
2635,1,0,0,0,63,1,2,2,1,1,1,1,1,1,2,0,3,25.25,1002,0
5256,1,0,1,1,52,1,2,1,0,0,2,2,0,2,2,1,0,96.25,4219,1
3530,0,0,0,0,17,1,2,0,0,0,2,2,2,0,0,1,3,69.0,205,0
375,0,0,0,0,43,1,2,0,0,2,2,2,2,2,1,0,1,85.1,3162,0
1908,1,0,0,0,69,1,0,2,1,1,1,1,1,1,2,0,1,19.95,728,0
4429,0,0,1,1,70,1,2,0,2,2,2,2,2,0,2,0,0,79.7,4743,0
6104,0,0,0,0,4,1,2,2,1,1,1,1,1,1,1,0,2,23.9,6483,0
6153,1,0,1,1,60,1,0,2,1,1,1,1,1,1,2,1,0,20.95,499,0
4027,0,0,1,0,20,0,1,0,0,0,0,0,0,0,0,1,2,24.45,4072,1
1604,1,0,1,1,69,1,2,1,0,2,2,0,2,0,1,0,1,95.75,5215,0
1118,0,0,1,1,48,1,2,1,2,2,0,0,2,2,0,1,1,105.25,4223,0
3677,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,3,30.55,2594,0
3490,1,0,1,1,8,1,0,0,0,0,2,0,0,0,0,1,2,51.05,3544,1
6845,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.85,3825,0
2958,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,19.55,1485,0
1994,1,0,0,0,22,1,0,2,1,1,1,1,1,1,1,0,3,19.6,3602,0
6980,1,1,0,0,16,0,1,0,0,2,0,0,2,0,0,1,3,39.0,5373,1
6118,1,0,0,0,72,1,2,1,2,2,2,2,2,2,2,1,2,118.2,6226,0
2376,1,0,0,0,11,1,0,0,0,2,0,0,2,0,1,1,2,61.25,5658,0
6445,1,0,0,0,4,1,2,1,2,0,0,0,2,0,0,0,2,90.65,3165,0
1342,0,0,0,0,8,1,0,2,1,1,1,1,1,1,2,0,3,20.0,748,0
320,0,1,0,0,54,1,2,0,2,2,0,2,2,2,1,0,0,82.45,3700,1
1619,1,0,0,0,69,1,2,0,2,2,2,2,0,2,2,1,1,81.5,4607,0
3713,1,1,1,0,46,1,0,1,0,0,0,0,0,2,0,1,2,80.4,3121,1
6442,0,0,1,1,67,1,0,0,0,2,0,0,0,0,1,0,1,50.55,2972,0
2060,1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,2,90.35,5111,0
2219,1,1,0,0,20,1,0,1,0,0,0,0,2,2,0,0,2,89.95,1124,0
1673,0,0,1,0,41,1,2,1,2,2,2,2,2,2,0,1,0,113.6,3902,1
260,1,1,0,0,3,0,1,0,0,0,2,0,0,2,0,1,2,41.15,583,1
6212,1,0,0,0,15,0,1,0,0,0,2,0,2,2,1,0,2,50.75,5426,0
2039,1,0,0,0,22,1,2,1,0,2,0,0,0,0,0,1,2,79.35,1238,1
4785,1,0,0,0,18,1,2,1,0,2,0,0,0,0,0,1,2,80.65,838,1
901,0,0,0,0,9,1,2,1,0,0,2,0,2,2,0,0,1,98.3,6377,1
3744,1,0,0,0,26,1,0,1,0,2,0,0,0,0,1,0,0,75.5,1647,0
2026,1,1,0,0,71,1,2,1,0,2,0,2,2,2,1,0,0,105.75,5705,0
4234,0,0,0,0,16,1,0,2,1,1,1,1,1,1,1,0,3,19.05,2835,0
1917,0,1,1,0,72,1,2,0,2,2,2,2,2,2,2,0,1,89.1,5129,0
1828,1,0,0,0,42,1,2,2,1,1,1,1,1,1,1,0,2,25.05,6439,0
1573,1,0,1,1,47,1,0,1,2,2,2,0,0,2,1,1,2,96.1,3730,0
4415,1,0,1,0,66,1,2,0,2,2,2,0,0,0,2,1,1,66.1,3763,0
4749,1,0,0,0,5,1,0,0,0,0,0,2,0,0,0,1,2,49.2,1777,1
6174,1,0,0,0,4,0,1,0,0,0,2,0,0,0,0,1,2,29.65,337,1
4654,0,0,1,1,42,1,0,2,1,1,1,1,1,1,1,1,2,19.05,5829,0
4208,1,0,1,0,69,0,1,0,0,2,2,2,2,2,1,1,1,60.8,3631,0
4627,1,0,0,0,60,1,2,1,2,2,2,2,2,2,1,1,1,116.6,5543,0
224,0,0,0,0,12,1,0,2,1,1,1,1,1,1,1,1,0,19.35,1807,0
723,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,2,45.35,747,1
6312,1,0,0,0,54,1,0,1,2,2,0,2,2,2,1,1,1,105.4,4672,1
1141,1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,1,3,20.2,6500,0
5529,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.05,3589,0
5764,1,1,0,0,57,1,2,1,2,0,0,2,0,2,2,0,2,93.75,4659,0
5554,0,0,0,0,63,1,0,2,1,1,1,1,1,1,2,1,3,20.6,543,0
6676,0,0,1,1,41,1,2,1,2,2,0,0,2,0,0,1,0,94.3,3334,0
2762,1,0,0,0,25,1,0,1,0,0,2,2,2,2,2,0,0,99.3,2174,0
846,0,0,0,0,65,1,0,0,2,2,2,2,2,2,2,1,0,84.85,4533,0
4289,0,0,0,0,54,1,0,2,1,1,1,1,1,1,2,0,3,20.1,154,0
5560,1,0,1,0,61,1,0,1,0,2,2,2,0,2,0,0,1,94.15,4736,0
5042,1,0,1,1,19,1,0,2,1,1,1,1,1,1,1,0,3,19.8,2980,0
2551,0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,0,19.45,1906,0
5725,0,0,1,1,18,1,2,2,1,1,1,1,1,1,2,1,1,24.65,3987,0
2928,1,0,1,1,68,1,0,1,2,2,0,2,0,2,2,0,0,95.1,5304,0
117,0,0,1,1,10,1,2,1,2,0,0,0,2,2,0,1,2,100.25,124,1
645,1,1,1,0,20,1,2,1,0,0,0,0,2,2,0,1,2,94.55,1474,1
5966,1,0,1,0,42,1,2,1,0,2,2,2,0,2,0,1,2,99.45,3532,1
3,1,0,0,0,45,0,1,0,2,0,2,2,0,0,1,0,0,42.3,1400,0
4170,1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,0,0,115.15,6158,0
5851,0,1,0,0,35,1,2,1,2,2,2,2,2,2,1,1,0,110.8,3283,0
467,1,0,1,1,72,1,2,1,0,2,0,0,2,0,1,1,2,89.7,5256,0
5,0,0,0,0,8,1,2,1,0,0,2,0,2,2,0,1,2,99.65,6104,1
5342,0,0,0,0,37,1,0,0,0,0,0,0,2,2,0,1,2,64.75,1980,1
919,0,0,0,0,21,1,0,1,0,2,2,2,2,2,1,1,3,104.55,1873,0
2595,0,0,1,0,71,1,2,0,0,0,2,2,2,2,2,1,0,80.45,4683,0
4324,1,0,0,0,40,1,0,0,2,0,2,0,0,2,0,0,2,67.45,2379,0
1063,1,0,0,0,10,1,0,0,2,0,0,2,2,0,0,0,0,62.25,4996,0
2590,0,1,1,0,25,1,0,1,0,2,2,0,0,2,0,0,0,88.4,1810,0
242,0,0,1,1,41,1,0,0,2,0,0,2,2,2,1,1,1,74.7,2771,0
6126,1,1,0,0,19,1,0,1,0,0,2,0,2,2,0,1,1,95.9,1303,1
1160,0,1,1,0,23,1,0,1,2,0,0,0,2,2,0,1,2,95.1,1962,0
2870,1,0,1,0,57,1,2,1,0,0,2,2,2,2,2,0,2,107.95,4890,0
3735,0,0,1,0,2,1,2,1,0,0,0,0,2,0,0,1,2,84.05,616,0
6436,0,0,0,0,70,1,0,0,2,0,2,2,2,2,2,0,0,79.6,4627,0
2397,1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,88.35,6282,1
3517,1,0,1,0,70,1,0,1,2,2,2,2,2,2,1,1,0,109.5,5789,1
3421,0,0,1,0,72,1,2,1,2,2,2,2,0,0,2,1,0,97.0,5574,0
2563,1,1,0,0,25,1,2,1,0,2,2,0,2,2,0,0,3,105.95,2303,1
5622,1,0,0,0,23,1,2,1,0,0,2,2,2,2,0,1,3,104.05,2121,1
1605,1,0,0,0,65,1,0,2,1,1,1,1,1,1,2,1,1,19.55,402,0
6788,1,0,0,1,25,1,0,2,1,1,1,1,1,1,0,0,3,20.8,3909,0
2324,0,1,1,0,15,1,2,1,0,0,2,2,0,0,0,1,2,83.05,469,1
2709,1,1,1,0,41,0,1,0,0,2,2,0,2,2,0,1,2,53.95,1851,0
6663,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,2,54.65,4489,0
1312,1,0,0,0,48,1,2,0,2,0,0,2,0,2,1,1,0,70.95,3137,0
3448,1,0,1,1,4,1,0,0,0,0,0,2,0,2,0,0,1,61.45,1931,1
3812,1,0,0,0,17,1,0,2,1,1,1,1,1,1,1,1,0,19.65,3044,0
6544,0,1,0,0,42,1,2,1,0,2,2,0,2,2,0,1,0,104.75,3679,1
2362,1,0,1,1,49,0,1,0,2,0,0,0,0,2,0,1,2,39.2,1393,0
1975,1,0,0,0,21,1,0,2,1,1,1,1,1,1,2,0,3,19.6,3343,0
